collision_index,collision_year,collision_ref_no,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,collision_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail_historic,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control_historic,pedestrian_crossing_physical_facilities_historic,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards_historic,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,enhanced_severity_collision,collision_injury_based,collision_adjusted_severity_serious,collision_adjusted_severity_slight,year,month,month_name,day,weekday,quarter,hour,time_bucket,is_weekend
2021522200433,2021,522200433,370280.0,177750.0,-2.429523,51.4979,52,3,3,2,2021-08-22,1,1900-01-01 17:05:00,-1,E06000025,E06000025,E06000025,1,4,3,70,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,1,E01014868,-1,0,0.09709,0.90291,2021,8,August,22,Sunday,3,17,Evening,True
2025361555036,2025,361555036,607883.0,312881.0,1.07337,52.67374,36,2,2,1,2025-02-12,4,1900-01-01 07:57:00,-1,E07000143,E10000020,E10000020,3,47,6,60,-1,13,4,6,0,-1,-1,0,1,1,2,-1,-1,0,2,1,1,E01026481,7,1,1.0,0.0,2025,2,February,12,Wednesday,1,7,Morning,False
2021430190420,2021,430190420,482987.0,234543.0,-0.792487,52.003143,43,2,2,5,2021-05-04,3,1900-01-01 17:01:00,-1,E06000042,E06000042,E06000042,5,0,6,60,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,E01033520,-1,0,1.0,0.0,2021,5,May,4,Tuesday,2,17,Evening,False
2024010512857,2024,010512857,529389.0,189527.0,-0.13365,51.58975,1,3,2,1,2024-05-25,7,1900-01-01 14:50:00,-1,E09000014,E09000014,E09000014,6,0,6,20,7,17,2,6,0,0,5,15,1,1,1,0,0,0,1,3,2,E01002020,-1,0,0.0,1.0,2024,5,May,25,Saturday,2,14,Afternoon,True
2025340WN3492,2025,340WN3492,477037.0,261757.0,-0.87301,52.24861,34,3,2,1,2025-06-24,3,1900-01-01 13:32:00,-1,E06000062,E06000062,E06000062,6,0,6,30,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,1,3,2,E01027136,3,1,0.0,1.0,2025,6,June,24,Tuesday,2,13,Afternoon,False
2021161071247,2021,161071247,488480.0,408114.0,-0.665637,53.562215,16,3,2,2,2021-07-28,4,1900-01-01 11:59:00,-1,E06000013,E06000013,E06000013,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01013282,3,1,0.0,1.0,2021,7,July,28,Wednesday,3,11,Morning,False
2025411683814,2025,411683814,535886.0,204864.0,-0.03397,51.72604,41,2,2,1,2025-11-11,3,1900-01-01 09:53:00,-1,E07000095,E10000015,E10000015,3,10,7,70,-1,-1,4,3,10,-1,-1,0,1,1,2,-1,-1,0,2,1,2,E01023310,7,1,1.0,0.0,2025,11,November,11,Tuesday,4,9,Morning,False
2023201402010,2023,201402010,408330.0,292278.0,-1.878644,52.528313,20,3,3,1,2023-12-24,1,1900-01-01 15:25:00,-1,E08000025,E08000025,E08000025,6,0,6,30,3,13,4,6,0,-1,-1,-1,4,1,1,-1,-1,-1,1,1,2,E01009232,3,1,0.0,1.0,2023,12,December,24,Sunday,4,15,Afternoon,True
202131C056221,2021,31C056221,455605.0,342439.0,-1.173352,52.976445,31,3,2,2,2021-05-02,1,1900-01-01 17:10:00,-1,E06000018,E06000018,E06000018,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01013839,-1,0,0.07955,0.92045,2021,5,May,2,Sunday,2,17,Evening,True
2023061338765,2023,061338765,380882.0,411184.0,-2.290338,53.596876,6,3,2,1,2023-08-04,6,1900-01-01 22:30:00,-1,E08000002,E08000002,E08000002,3,56,3,30,3,13,1,3,56,0,0,0,4,1,2,0,0,0,1,1,2,E01004980,3,1,0.0,1.0,2023,8,August,4,Friday,3,22,Night,False
2023351309282,2023,351309282,519724.0,301321.0,-0.23386,52.596505,35,2,1,1,2023-05-08,2,1900-01-01 13:35:00,-1,E06000031,E06000031,E06000031,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01015608,7,1,1.0,0.0,2023,5,May,8,Monday,2,13,Afternoon,False
2024161483932,2024,161483932,508290.0,430969.0,-0.35871,53.76383,16,3,3,2,2024-08-26,2,1900-01-01 11:07:00,-1,E06000010,E06000010,E06000010,6,0,6,20,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01012868,3,1,0.0,1.0,2024,8,August,26,Monday,3,11,Morning,False
2021101098482,2021,101098482,425210.0,576979.0,-1.606611,55.086622,10,2,1,1,2021-09-09,5,1900-01-01 19:30:00,-1,E06000057,E06000057,E06000057,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,2,2,E01027413,5,1,1.0,0.0,2021,9,September,9,Thursday,3,19,Evening,False
2021471105802,2021,471105802,541818.0,121372.0,0.018639,50.974304,47,2,1,1,2021-11-03,4,1900-01-01 17:20:00,-1,E07000063,E10000011,E10000011,3,272,6,30,3,13,4,3,272,0,4,14,4,2,2,0,0,0,2,1,2,E01021053,5,1,1.0,0.0,2021,11,November,3,Wednesday,4,17,Evening,False
2022052200467,2022,052200467,333380.0,395039.0,-3.004556,53.447886,5,3,2,1,2022-01-31,2,1900-01-01 07:30:00,-1,E08000014,E08000014,E08000014,6,0,6,30,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,2,2,E01007009,-1,0,0.01487,0.98513,2022,1,January,31,Monday,1,7,Morning,False
2021010347302,2021,10347302,531246.0,184759.0,-0.108614,51.546472,1,3,1,1,2021-11-30,3,1900-01-01 19:10:00,-1,E09000019,E09000019,E09000019,4,515,9,20,99,-1,9,6,0,9,9,99,7,9,9,0,0,0,1,3,2,E01002796,-1,0,0.0,1.0,2021,11,November,30,Tuesday,4,19,Evening,False
2021010342584,2021,010342584,530890.0,181929.0,-0.114797,51.521122,1,3,2,1,2021-11-08,2,1900-01-01 19:20:00,-1,E09000007,E09000007,E09000007,3,401,6,20,7,17,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01000914,-1,0,0.0,1.0,2021,11,November,8,Monday,4,19,Evening,False
2022471161191,2022,471161191,578913.0,110602.0,0.541198,50.867238,47,2,1,1,2022-03-31,5,1900-01-01 06:30:00,-1,E07000062,E10000011,E10000011,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,2,2,E01021021,6,1,1.0,0.0,2022,3,March,31,Thursday,1,6,Morning,False
2022201221415,2022,201221415,400454.0,284290.0,-1.994747,52.456563,20,2,2,3,2022-02-22,3,1900-01-01 18:10:00,-1,E08000025,E08000025,E08000025,6,0,6,30,3,13,4,6,0,0,0,0,4,4,1,0,0,0,1,1,2,E01009249,7,1,1.0,0.0,2022,2,February,22,Tuesday,1,18,Evening,False
2024471399063,2024,471399063,480749.0,96948.0,-0.85635,50.76651,47,2,3,3,2024-01-16,3,1900-01-01 13:30:00,-1,E07000225,E10000032,E10000032,4,2198,6,30,-1,0,-1,6,0,-1,-1,0,1,1,4,-1,-1,0,2,1,2,E01031500,5,1,1.0,0.0,2024,1,January,16,Tuesday,1,13,Afternoon,False
2025552500292,2025,552500292,346499.0,92966.0,-2.75947,50.73383,55,3,1,1,2025-03-17,2,1900-01-01 16:21:00,-1,E06000059,E06000059,E06000059,4,3162,6,30,-1,0,-1,0,-1,-1,-1,14,1,1,1,-1,-1,0,1,1,2,E01020500,3,1,0.0,1.0,2025,3,March,17,Monday,1,16,Afternoon,False
2021161031853,2021,161031853,506562.0,430766.0,-0.38499,53.762378,16,3,4,1,2021-03-30,3,1900-01-01 23:47:00,-1,E06000010,E06000010,E06000010,6,0,6,30,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,1,2,E01012794,3,1,0.0,1.0,2021,3,March,30,Tuesday,1,23,Night,False
2024231486435,2024,231486435,424192.0,290890.0,-1.64494,52.51536,23,3,2,2,2024-08-27,3,1900-01-01 10:34:00,-1,E07000218,E10000031,E10000031,4,4114,6,50,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01031028,3,1,0.0,1.0,2024,8,August,27,Tuesday,3,10,Morning,False
2024010550861,2024,010550861,526600.0,196134.0,-0.1715,51.64975,1,3,1,1,2024-12-23,2,1900-01-01 13:22:00,-1,E09000003,E09000003,E09000003,3,110,6,30,0,0,-1,0,-1,0,1,13,1,1,1,0,0,0,1,1,2,E01000171,-1,0,0.0,1.0,2024,12,December,23,Monday,4,13,Afternoon,False
2021141115142,2021,141115142,438938.0,391379.0,-1.415601,53.417802,14,3,3,2,2021-11-28,1,1900-01-01 15:04:00,-1,E08000019,E08000019,E08000039,6,0,6,30,0,0,-1,0,-1,0,1,13,1,3,3,0,0,0,1,1,2,E01007852,3,1,0.0,1.0,2021,11,November,28,Sunday,4,15,Afternoon,True
2022141169865,2022,141169865,435168.0,386399.0,-1.472875,53.373288,14,3,2,1,2022-04-25,2,1900-01-01 15:50:00,-1,E08000019,E08000019,E08000039,6,0,3,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,2,2,E01033274,3,1,0.0,1.0,2022,4,April,25,Monday,2,15,Afternoon,False
2021010334986,2021,010334986,538385.0,185874.0,-0.005286,51.554787,1,3,2,1,2021-10-02,7,1900-01-01 13:21:00,-1,E09000031,E09000031,E09000031,3,112,6,20,6,16,4,6,0,0,1,13,1,2,2,0,0,0,1,1,2,E01004336,-1,0,0.0,1.0,2021,10,October,2,Saturday,4,13,Afternoon,True
2024543208424,2024,543208424,387262.0,187287.0,-2.18524,51.58429,54,2,2,1,2024-03-19,3,1900-01-01 23:02:00,-1,E06000054,E06000054,E06000054,4,4040,6,60,0,0,-1,0,-1,0,0,0,6,1,2,0,0,0,2,1,2,E01031958,-1,0,1.0,0.0,2024,3,March,19,Tuesday,1,23,Night,False
2025440390049,2025,440390049,465344.0,99996.0,-1.07422,50.79585,44,3,1,1,2025-08-28,5,1900-01-01 17:21:00,-1,E06000044,E06000044,E06000044,3,2030,6,30,-1,0,-1,0,-1,-1,-1,14,1,1,1,-1,-1,0,1,1,2,E01017028,3,1,0.0,1.0,2025,8,August,28,Thursday,3,17,Evening,False
2024211520079,2024,211520079,386013.0,346079.0,-2.20992,53.01183,21,3,2,2,2024-11-22,6,1900-01-01 13:28:00,-1,E06000021,E06000021,E06000021,6,0,6,30,-1,16,4,6,0,-1,-1,0,1,1,2,-1,-1,12,1,1,2,E01014289,3,1,0.0,1.0,2024,11,November,22,Friday,4,13,Afternoon,False
2023340WN7302,2023,340WN7302,472693.0,257183.0,-0.93761,52.208087,34,3,3,1,2023-12-31,1,1900-01-01 02:00:00,-1,E06000062,E06000062,E06000062,1,1,3,70,5,0,4,1,1,0,0,0,6,2,2,0,0,0,2,1,1,E01027285,-1,0,0.0,1.0,2023,12,December,31,Sunday,4,2,Night,True
2021201073560,2021,201073560,399927.0,298788.0,-2.002505,52.586913,20,3,2,1,2021-07-21,4,1900-01-01 20:50:00,-1,E08000030,E08000030,E08000030,3,454,3,30,3,13,2,6,0,0,5,15,1,1,1,0,0,0,1,1,2,E01010269,3,1,0.0,1.0,2021,7,July,21,Wednesday,3,20,Evening,False
2023231375727,2023,231375727,436228.0,291540.0,-1.467513,52.520543,23,3,2,1,2023-11-07,3,1900-01-01 15:48:00,-1,E07000219,E10000031,E10000031,3,444,3,50,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,E01031119,3,1,0.0,1.0,2023,11,November,7,Tuesday,4,15,Afternoon,False
2021540905421,2021,540905421,385895.0,158214.0,-2.203797,51.322848,54,3,1,1,2021-01-29,6,1900-01-01 07:53:00,-1,E06000054,E06000054,E06000054,6,0,6,30,1,0,4,6,0,0,0,0,1,2,2,0,0,0,1,1,2,E01032101,-1,0,0.06509,0.93491,2021,1,January,29,Friday,1,7,Morning,False
2021041121203,2021,041121203,334118.0,436911.0,-3.002324,53.824289,4,2,2,1,2021-12-14,3,1900-01-01 23:21:00,-1,E07000119,E10000017,E10000017,6,0,6,30,9,19,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01025027,7,1,1.0,0.0,2021,12,December,14,Tuesday,4,23,Night,False
2021201045305,2021,201045305,409040.0,290820.0,-1.868212,52.515207,20,3,2,1,2021-04-12,2,1900-01-01 16:30:00,-1,E08000025,E08000025,E08000025,1,6,3,70,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,1,E01009411,3,1,0.0,1.0,2021,4,April,12,Monday,2,16,Afternoon,False
2021141023427,2021,141023427,435119.0,384939.0,-1.473772,53.360185,14,3,2,1,2021-02-23,3,1900-01-01 13:55:00,-1,E08000019,E08000019,E08000039,3,61,6,30,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,1,2,2,E01007978,3,1,0.0,1.0,2021,2,February,23,Tuesday,1,13,Afternoon,False
2024231514715,2024,231514715,428958.0,266302.0,-1.57683,52.29409,23,3,2,1,2024-11-08,6,1900-01-01 09:00:00,-1,E07000222,E10000031,E10000031,3,429,1,30,-1,-1,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01031310,3,1,0.0,1.0,2024,11,November,8,Friday,4,9,Morning,False
2025302500589,2025,302500589,406859.0,373904.0,-1.89863,53.26209,30,3,2,1,2025-03-23,1,1900-01-01 14:27:00,-1,E07000037,E10000007,E10000007,6,0,6,20,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,E01019710,3,1,0.0,1.0,2025,3,March,23,Sunday,1,14,Afternoon,True
2022421144558,2022,421144558,578875.0,184300.0,0.577356,51.529276,42,2,1,2,2022-02-17,5,1900-01-01 12:34:00,-1,E07000069,E10000012,E10000012,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01021506,7,1,1.0,0.0,2022,2,February,17,Thursday,1,12,Afternoon,False
2022430083020,2022,430083020,471171.0,174704.0,-0.976822,51.466841,43,3,1,1,2022-02-23,4,1900-01-01 15:15:00,-1,E06000038,E06000038,E06000038,3,4155,6,30,0,0,-1,0,-1,0,8,17,1,1,1,0,0,0,1,2,2,E01016362,-1,0,0.03191,0.96809,2022,2,February,23,Wednesday,1,15,Afternoon,False
2022161135039,2022,161135039,507815.0,430458.0,-0.366093,53.759334,16,3,2,1,2022-01-21,6,1900-01-01 16:50:00,-1,E06000010,E06000010,E06000010,6,0,1,30,1,0,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01012758,3,1,0.0,1.0,2022,1,January,21,Friday,1,16,Afternoon,False
2022041180944,2022,041180944,349294.0,405390.0,-2.766645,53.542692,4,2,2,1,2022-05-24,3,1900-01-01 22:18:00,-1,E07000127,E10000017,E10000017,6,0,3,40,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,1,2,E01025493,7,1,1.0,0.0,2022,5,May,24,Tuesday,2,22,Night,False
2021052102085,2021,052102085,338089.0,389789.0,-2.932631,53.401293,5,3,4,1,2021-09-27,2,1900-01-01 15:30:00,-1,E08000012,E08000012,E08000012,4,5178,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01006728,-1,0,0.02199,0.97801,2021,9,September,27,Monday,3,15,Afternoon,False
2025991623220,2025,991623220,255418.0,664582.0,-4.31117,55.85269,99,3,2,1,2025-07-31,5,1900-01-01 17:34:00,-1,S12000049,S12000049,S12000049,3,8,3,30,-1,19,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,-1,-1,3,1,0.0,1.0,2025,7,July,31,Thursday,3,17,Evening,False
2024351492911,2024,351492911,518474.0,299830.0,-0.25284,52.58338,35,3,2,2,2024-09-17,3,1900-01-01 12:11:00,-1,E06000031,E06000031,E06000031,3,15,1,30,-1,-1,-1,3,15,-1,-1,-1,1,1,1,-1,-1,0,1,3,2,E01015599,3,1,0.0,1.0,2024,9,September,17,Tuesday,3,12,Afternoon,False
2023201412556,2023,201412556,434977.0,280582.0,-1.487095,52.422117,20,3,2,2,2023-09-29,6,1900-01-01 20:22:00,-1,E08000026,E08000026,E08000026,3,444,1,50,1,0,4,6,0,0,4,14,4,1,1,0,0,0,1,1,2,E01009640,3,1,0.0,1.0,2023,9,September,29,Friday,3,20,Evening,False
2024101397339,2024,101397339,429804.0,567549.0,-1.53561,55.00163,10,3,2,2,2024-01-05,6,1900-01-01 16:30:00,-1,E08000022,E08000022,E08000022,6,0,6,30,-1,0,-1,6,0,-1,-1,0,1,1,2,-1,-1,0,1,3,2,E01008465,3,1,0.0,1.0,2024,1,January,5,Friday,1,16,Afternoon,False
2024201436186,2024,201436186,402140.0,288576.0,-1.96991,52.49509,20,2,4,1,2024-04-25,5,1900-01-01 21:42:00,-1,E08000028,E08000028,E08000028,3,4030,3,30,-1,0,-1,3,457,-1,-1,14,4,1,1,-1,-1,0,1,1,2,E01010062,7,1,1.0,0.0,2024,4,April,25,Thursday,2,21,Night,False
2023111267870,2023,111267870,428717.0,514694.0,-1.557808,54.526724,11,3,2,1,2023-01-19,5,1900-01-01 06:50:00,-1,E06000005,E06000005,E06000005,3,68,3,30,1,0,4,3,68,0,0,0,4,1,2,0,0,0,1,3,2,E01012355,3,1,0.0,1.0,2023,1,January,19,Thursday,1,6,Morning,False
2023201409875,2023,201409875,407492.0,281101.0,-1.891244,52.427844,20,3,2,1,2023-09-27,4,1900-01-01 15:00:00,-1,E08000025,E08000025,E08000025,3,4040,6,30,8,18,4,6,0,0,0,0,1,2,2,0,0,0,1,2,2,E01009179,3,1,0.0,1.0,2023,9,September,27,Wednesday,3,15,Afternoon,False
2023471358115,2023,471358115,518712.0,133423.0,-0.306386,51.087849,47,1,2,5,2023-09-30,7,1900-01-01 19:19:00,-1,E07000227,E10000032,E10000032,3,264,3,50,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,2,1,2,E01031645,1,1,0.0,0.0,2023,9,September,30,Saturday,3,19,Evening,True
2024141412813,2024,141412813,433994.0,385958.0,-1.49057,53.3694,14,3,1,1,2024-02-20,3,1900-01-01 21:35:00,-1,E08000019,E08000019,E08000039,6,0,6,20,-1,16,4,6,0,-1,-1,0,4,1,1,-1,-1,0,1,2,2,E01007864,3,1,0.0,1.0,2024,2,February,20,Tuesday,1,21,Night,False
2024010501402,2024,010501402,505666.0,184364.0,-0.4775,51.54828,1,3,2,1,2024-03-24,1,1900-01-01 00:06:00,-1,E09000017,E09000017,E09000017,5,0,1,30,1,0,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,E01034602,-1,0,0.0,1.0,2024,3,March,24,Sunday,1,0,Night,True
202254B736422,2022,54B736422,417192.0,185686.0,-1.753345,51.569788,54,3,2,1,2022-11-05,7,1900-01-01 16:10:00,-1,E06000030,E06000030,E06000030,6,0,6,20,0,0,-1,0,-1,0,0,0,1,9,1,0,0,0,1,2,2,E01015550,-1,0,0.01112,0.98888,2022,11,November,5,Saturday,4,16,Afternoon,True
2023631334604,2023,631334604,222939.0,248568.0,-4.586887,52.107025,63,2,2,1,2023-07-29,7,1900-01-01 09:15:00,-1,W06000008,W06000008,W06000008,3,487,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,-1,W01000547,5,1,1.0,0.0,2023,7,July,29,Saturday,3,9,Morning,True
2021211109645,2021,211109645,422588.0,322018.0,-1.666447,52.795276,21,3,2,3,2021-11-13,7,1900-01-01 13:01:00,-1,E07000193,E10000028,E10000028,3,5121,1,30,1,0,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,E01029413,3,1,0.0,1.0,2021,11,November,13,Saturday,4,13,Afternoon,True
2024501483750,2024,501483750,149213.0,31330.0,-5.51036,50.12892,50,3,1,1,2024-08-25,1,1900-01-01 16:59:00,-1,E06000052,E06000052,E06000052,6,0,1,30,-1,-1,4,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01018988,3,1,0.0,1.0,2024,8,August,25,Sunday,3,16,Afternoon,True
2022421153281,2022,421153281,587223.0,187699.0,0.699371,51.5571,42,3,3,1,2022-03-13,1,1900-01-01 23:19:00,-1,E06000033,E06000033,E06000033,3,127,3,40,0,0,-1,0,-1,0,0,0,4,1,2,0,0,0,1,1,2,E01015860,3,1,0.0,1.0,2022,3,March,13,Sunday,1,23,Night,True
2025010610696,2025,010610696,530411.0,178215.0,-0.12309,51.48786,1,3,2,1,2025-11-20,5,1900-01-01 14:39:00,-1,E09000022,E09000022,E09000022,3,3036,2,20,-1,13,9,6,0,-1,-1,-1,1,1,1,-1,-1,-1,1,3,2,E01033862,3,1,0.0,1.0,2025,11,November,20,Thursday,4,14,Afternoon,False
2025010593193,2025,010593193,528466.0,179767.0,-0.15053,51.50225,1,2,2,1,2025-08-14,5,1900-01-01 04:30:00,-1,E09000033,E09000033,E09000033,3,4,2,20,-1,0,-1,0,-1,-1,-1,0,4,9,1,-1,-1,-1,1,3,2,E01004761,7,1,1.0,0.0,2025,8,August,14,Thursday,3,4,Night,False
2025461617794,2025,461617794,555797.0,172095.0,0.23957,51.42645,46,3,2,1,2025-07-07,2,1900-01-01 07:40:00,-1,E07000107,E10000016,E10000016,3,2,3,70,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,2,3,1,E01024138,3,1,0.0,1.0,2025,7,July,7,Monday,3,7,Morning,False
2022061225661,2022,061225661,385576.0,393917.0,-2.218613,53.441826,6,3,2,1,2022-09-12,2,1900-01-01 16:15:00,-1,E08000003,E08000003,E08000003,4,5093,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,3,2,E01005185,3,1,0.0,1.0,2022,9,September,12,Monday,3,16,Afternoon,False
2023231382921,2023,231382921,440680.0,288909.0,-1.402225,52.496579,23,2,2,2,2023-11-09,5,1900-01-01 07:34:00,-1,E07000220,E10000031,E10000031,4,4114,6,50,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,E01031182,7,1,1.0,0.0,2023,11,November,9,Thursday,4,7,Morning,False
2023201298491,2023,201298491,416176.0,286257.0,-1.763284,52.47401,20,3,2,1,2023-03-21,3,1900-01-01 05:27:00,-1,E08000025,E08000025,E08000025,6,0,1,30,2,0,4,6,0,0,0,0,1,1,2,0,0,0,1,1,2,E01009302,3,1,0.0,1.0,2023,3,March,21,Tuesday,1,5,Morning,False
2025131601491,2025,131601491,444167.0,427801.0,-1.33179,53.74472,13,2,2,1,2025-06-11,4,1900-01-01 14:15:00,-1,E08000035,E08000035,E08000035,6,0,6,60,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,2,1,2,E01011299,6,1,1.0,0.0,2025,6,June,11,Wednesday,2,14,Afternoon,False
2022010389912,2022,010389912,513671.0,180370.0,-0.363392,51.510835,1,3,1,1,2022-07-22,6,1900-01-01 17:45:00,-1,E09000009,E09000009,E09000009,3,4020,6,20,7,17,2,5,0,0,5,15,1,1,1,0,0,0,1,1,2,E01001220,-1,0,0.0,1.0,2022,7,July,22,Friday,3,17,Evening,False
2024411502048,2024,411502048,511078.0,195290.0,-0.39603,51.64545,41,3,2,1,2024-10-01,3,1900-01-01 17:30:00,-1,E07000103,E10000015,E10000015,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,2,2,-1,-1,0,1,3,2,E01023883,3,1,0.0,1.0,2024,10,October,1,Tuesday,4,17,Evening,False
2024010512691,2024,10512691,524394.0,188389.0,-0.20612,51.58064,1,3,2,1,2024-05-23,5,1900-01-01 15:50:00,-1,E09000003,E09000003,E09000003,6,0,6,30,99,-1,9,6,0,9,9,99,1,9,9,9,9,99,1,3,2,E01000215,-1,0,0.0,1.0,2024,5,May,23,Thursday,2,15,Afternoon,False
2025311652175,2025,311652175,449548.0,336206.0,-1.2645,52.92099,31,3,2,1,2025-10-08,4,1900-01-01 11:00:00,-1,E07000172,E10000024,E10000024,3,52,3,40,-1,0,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,1,3,1,E01028128,3,1,0.0,1.0,2025,10,October,8,Wednesday,4,11,Morning,False
2024371500060,2024,371500060,618568.0,242229.0,1.18518,52.03537,37,2,2,1,2024-10-04,6,1900-01-01 07:45:00,-1,E07000202,E10000029,E10000029,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,2,-1,-1,0,1,3,2,E01029979,7,1,1.0,0.0,2024,10,October,4,Friday,4,7,Morning,False
2024501452649,2024,501452649,170445.0,42389.0,-5.22048,50.23682,50,3,2,1,2024-06-06,5,1900-01-01 16:10:00,-1,E06000052,E06000052,E06000052,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,E01018909,3,1,0.0,1.0,2024,6,June,6,Thursday,2,16,Afternoon,False
2021010326385,2021,010326385,551273.0,177967.0,0.177083,51.480436,1,3,2,1,2021-08-18,4,1900-01-01 15:00:00,-1,E09000004,E09000004,E09000004,3,206,6,30,1,0,4,3,2016,0,0,0,1,1,1,0,0,0,1,3,2,E01000403,-1,0,0.0,1.0,2021,8,August,18,Wednesday,3,15,Afternoon,False
2021421014431,2021,421014431,558722.0,177306.0,0.283969,51.472458,42,3,1,1,2021-01-15,6,1900-01-01 07:30:00,-1,E06000034,E06000034,E06000034,3,1090,6,30,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,1,1,2,E01016012,3,1,0.0,1.0,2021,1,January,15,Friday,1,7,Morning,False
2024332400888,2024,332400888,443225.0,313920.0,-1.36148,52.72121,33,3,1,1,2024-09-23,2,1900-01-01 15:30:00,-1,E07000134,E10000018,E10000018,5,0,6,30,-1,0,-1,-1,-1,-1,-1,0,1,2,2,-1,-1,0,1,1,2,E01025930,3,1,0.0,1.0,2024,9,September,23,Monday,3,15,Afternoon,False
2023131281152,2023,131281152,442243.0,425642.0,-1.361254,53.725479,13,3,1,1,2023-02-28,3,1900-01-01 08:10:00,-1,E08000036,E08000036,E08000036,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,E01011760,3,1,0.0,1.0,2023,2,February,28,Tuesday,1,8,Morning,False
2024010548173,2024,010548173,529381.0,181299.0,-0.13679,51.51581,1,3,2,1,2024-12-07,7,1900-01-01 01:45:00,-1,E09000033,E09000033,E09000033,3,40,6,20,6,16,2,3,40,0,9,0,4,2,2,9,0,0,1,3,2,E01004763,-1,0,0.0,1.0,2024,12,December,7,Saturday,4,1,Night,True
2022440339952,2022,440339952,455615.0,163105.0,-1.202553,51.364297,44,1,1,1,2022-08-21,1,1900-01-01 13:04:00,-1,E07000084,E10000014,E10000014,6,0,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01022522,-1,0,0.0,0.0,2022,8,August,21,Sunday,3,13,Afternoon,True
2023461270581,2023,461270581,563100.0,142113.0,0.330837,51.155033,46,3,2,1,2023-01-18,4,1900-01-01 12:35:00,-1,E07000116,E10000016,E10000016,6,0,6,50,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,E01024827,3,1,0.0,1.0,2023,1,January,18,Wednesday,1,12,Afternoon,False
2023010430116,2023,010430116,537887.0,180122.0,-0.014742,51.503221,1,3,1,1,2023-03-02,5,1900-01-01 19:31:00,-1,E09000030,E09000030,E09000030,6,0,6,20,0,0,-1,0,-1,0,0,0,4,1,1,0,0,0,1,1,2,E01032771,-1,0,0.0,1.0,2023,3,March,2,Thursday,1,19,Evening,False
